epoch,lr-AdamW,remote_inlier@1,remote_inlier@10,remote_inlier@3,remote_inlier@5,remote_mean_error,remote_mean_matches,remote_median_error,remote_num_matches,remote_num_pairs,remote_pair_inlier@1,remote_pair_inlier@10,remote_pair_inlier@3,remote_pair_inlier@5,remote_pitch_inlier@5,remote_pitch_median_error,remote_pitch_num_pairs,remote_roll_inlier@5,remote_roll_median_error,remote_roll_num_pairs,remote_scale_inlier@5,remote_scale_median_error,remote_scale_num_pairs,remote_translation_inlier@5,remote_translation_median_error,remote_translation_num_pairs,remote_yaw_inlier@5,remote_yaw_median_error,remote_yaw_num_pairs,step,train/forward_time_epoch,train/forward_time_step,train/loss_c_epoch,train/loss_c_step,train/loss_epoch,train/loss_f_epoch,train/loss_f_step,train/loss_rf_epoch,train/loss_rf_step,train/loss_step,train/num_matches_epoch,train/num_matches_step
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207399,,0.09241564571857452,,0.003835330717265606,,,0.0618726909160614,,0.0009988313540816307,0.05433231592178345,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207449,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207449,,0.0938853919506073,,0.0027477657422423363,,,0.06490994244813919,,0.0008861947571858764,0.05556191876530647,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207499,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207499,,0.0931844636797905,,0.0037077544257044792,,,0.08073455095291138,,0.0010255456436425447,0.06932094693183899,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207549,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207549,,0.09336991608142853,,0.0027167804073542356,,,0.06363996863365173,,0.0008874662453308702,0.05451622232794762,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207599,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207599,,0.0930248498916626,,0.0029608726035803556,,,0.060665808618068695,,0.0008758964249864221,0.05236941576004028,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207649,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207649,,0.09299305081367493,,0.0030406895093619823,,,0.07767710089683533,,0.001577405957505107,0.06675978004932404,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207699,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207699,,0.09251520037651062,,0.00521467998623848,,,0.05772276222705841,,0.0018849708139896393,0.053277865052223206,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207749,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207749,,0.09377406537532806,,0.003994419239461422,,,0.08030003309249878,,0.0015747452853247523,0.0698091983795166,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207799,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207799,,0.09259410947561264,,0.006105437874794006,,,0.08556152880191803,,0.002054862678050995,0.0766095295548439,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207849,,,,,,,,,,,,
